MasterTable_ID,Alias,Latitude,Longitude,COncRT,ConcHr,Flow,W/S,W/D,AT,RHx,RHi,BV,FT,Alarm,Oceaneering Unit Voltage,Type,TimeStamp,PDate
77314225,USFS 1079,,,0.010,0.009,16.7,0.7,209,22.9,77,36,13.9,26.3,0,,PM 2.5,5/2/2022 2:05:13 AM,5/2/2022 2:06:00 AM
77314935,USFS 1079,,,0.012,0.012,16.7,0.8,215,22.0,81,39,13.8,25.0,0,,PM 2.5,5/2/2022 3:05:13 AM,5/2/2022 3:06:00 AM
77315655,USFS 1079,,,0.013,0.015,16.7,0.8,211,21.1,85,41,13.9,24.0,0,,PM 2.5,5/2/2022 4:05:14 AM,5/2/2022 4:06:00 AM
77316229,USFS 1079,,,0.017,0.017,16.7,0.3,227,20.0,91,42,13.9,23.3,0,,PM 2.5,5/2/2022 5:05:14 AM,5/2/2022 5:05:00 AM
77316672,USFS 1079,,,0.015,0.012,16.7,0.3,199,19.2,93,43,13.9,22.7,0,,PM 2.5,5/2/2022 6:05:14 AM,5/2/2022 6:05:00 AM
77317144,USFS 1079,,,0.012,0.014,16.7,0.3,215,18.3,96,44,13.8,21.8,0,,PM 2.5,5/2/2022 7:05:13 AM,5/2/2022 7:05:00 AM
77317718,USFS 1079,,,0.013,0.012,16.7,0.3,212,18.2,96,44,13.9,21.8,0,,PM 2.5,5/2/2022 8:05:13 AM,5/2/2022 8:06:00 AM
77318156,USFS 1079,,,0.003,0.008,16.7,0.3,223,18.0,96,44,13.8,21.7,0,,PM 2.5,5/2/2022 9:05:13 AM,5/2/2022 9:05:00 AM
77318653,USFS 1079,,,0.016,0.012,16.7,0.3,228,17.7,96,43,13.8,21.4,0,,PM 2.5,5/2/2022 10:05:13 AM,5/2/2022 10:06:00 AM
77320076,USFS 1079,,,0.008,0.009,16.7,0.3,229,17.1,96,43,13.8,20.9,0,,PM 2.5,5/2/2022 11:05:14 AM,5/2/2022 11:05:00 AM
77321910,USFS 1079,,,0.017,-0.001,16.7,0.3,225,17.2,97,44,13.8,20.7,0,,PM 2.5,5/2/2022 12:05:13 PM,5/2/2022 12:06:00 PM
77323795,USFS 1079,,,0.001,0.024,16.7,0.3,170,18.7,95,45,13.8,22.3,0,,PM 2.5,5/2/2022 1:05:13 PM,5/2/2022 1:05:00 PM
77325306,USFS 1079,,,0.006,-0.003,16.7,0.8,212,20.2,92,44,13.8,23.7,0,,PM 2.5,5/2/2022 2:05:14 PM,5/2/2022 2:05:00 PM
77326781,USFS 1079,,,-0.005,-0.005,16.7,1.0,211,21.0,89,42,13.8,24.4,0,,PM 2.5,5/2/2022 3:05:13 PM,5/2/2022 3:05:00 PM
77328301,USFS 1079,,,-0.005,-0.005,16.7,1.1,234,23.0,79,38,13.7,26.1,0,,PM 2.5,5/2/2022 4:05:13 PM,5/2/2022 4:05:00 PM
77329386,USFS 1079,,,-0.005,-0.005,16.7,1.5,222,26.3,62,31,13.7,28.7,0,,PM 2.5,5/2/2022 5:05:14 PM,5/2/2022 5:07:00 PM
77330410,USFS 1079,,,0.007,-0.000,16.7,1.9,211,28.3,52,27,13.7,30.7,0,,PM 2.5,5/2/2022 6:05:14 PM,5/2/2022 6:05:00 PM
77331637,USFS 1079,,,0.008,0.010,16.7,1.6,217,30.0,47,23,13.7,34.0,0,,PM 2.5,5/2/2022 7:05:14 PM,5/2/2022 7:05:00 PM
77332506,USFS 1079,,,0.005,0.008,16.7,1.4,207,31.4,40,18,13.7,37.6,0,,PM 2.5,5/2/2022 8:05:13 PM,5/2/2022 8:05:00 PM
77333764,USFS 1079,,,0.012,0.007,16.7,1.4,200,31.7,38,16,13.8,39.1,0,,PM 2.5,5/2/2022 9:05:13 PM,5/2/2022 9:06:00 PM
77335259,USFS 1079,,,0.004,0.005,16.7,1.4,202,30.8,40,18,13.8,37.1,0,,PM 2.5,5/2/2022 10:05:13 PM,5/2/2022 10:05:00 PM
77336662,USFS 1079,,,0.008,0.009,16.7,1.3,213,29.8,44,20,13.8,35.3,0,,PM 2.5,5/2/2022 11:05:13 PM,5/2/2022 11:05:00 PM
77337440,USFS 1079,32.37085,-84.84059,,,,,,,,,,,,13.1,,5/2/2022 11:56:22 PM,5/2/2022 11:56:00 PM
77337540,USFS 1079,,,0.011,0.007,16.7,0.6,216,28.6,53,24,13.8,33.3,0,,PM 2.5,5/3/2022 12:05:14 AM,5/3/2022 12:07:00 AM
77338029,USFS 1079,,,0.004,0.013,16.6,0.3,225,26.4,66,28,13.8,31.3,0,,PM 2.5,5/3/2022 1:05:14 AM,5/3/2022 1:06:00 AM
77338502,USFS 1079,,,0.009,0.005,16.7,0.5,195,24.6,74,32,13.7,28.9,0,,PM 2.5,5/3/2022 2:05:14 AM,5/3/2022 2:05:00 AM
77338966,USFS 1079,,,0.009,0.011,16.7,0.3,218,23.4,80,35,13.7,27.5,0,,PM 2.5,5/3/2022 3:05:14 AM,5/3/2022 3:06:00 AM
77339423,USFS 1079,,,0.021,0.019,16.7,0.4,175,22.5,85,37,13.8,26.4,0,,PM 2.5,5/3/2022 4:05:14 AM,5/3/2022 4:05:00 AM
77339891,USFS 1079,,,0.009,0.012,16.7,0.3,205,21.6,89,40,13.7,25.3,0,,PM 2.5,5/3/2022 5:05:14 AM,5/3/2022 5:05:00 AM
77340351,USFS 1079,,,0.011,0.008,16.7,0.3,202,21.0,90,40,13.7,24.8,0,,PM 2.5,5/3/2022 6:05:14 AM,5/3/2022 6:06:00 AM
77340816,USFS 1079,,,0.002,0.001,16.7,0.3,218,21.0,84,39,13.7,24.4,0,,PM 2.5,5/3/2022 7:05:13 AM,5/3/2022 7:06:00 AM
77341433,USFS 1079,,,0.010,0.012,16.7,0.3,219,20.5,86,39,13.7,24.3,0,,PM 2.5,5/3/2022 8:05:13 AM,5/3/2022 8:06:00 AM
77342027,USFS 1079,,,0.024,0.023,16.7,0.3,209,19.3,93,40,13.7,23.5,0,,PM 2.5,5/3/2022 9:05:13 AM,5/3/2022 9:05:00 AM
77342872,USFS 1079,,,0.012,0.012,16.7,0.3,246,18.7,95,41,13.7,22.8,0,,PM 2.5,5/3/2022 10:05:14 AM,5/3/2022 10:06:00 AM
77344375,USFS 1079,,,0.011,0.007,16.7,0.3,217,18.2,95,42,13.7,22.1,0,,PM 2.5,5/3/2022 11:05:14 AM,5/3/2022 11:06:00 AM
77346170,USFS 1079,,,0.015,0.019,16.7,0.3,215,18.1,96,42,13.7,21.9,0,,PM 2.5,5/3/2022 12:05:14 PM,5/3/2022 12:05:00 PM
77347950,USFS 1079,,,0.007,0.005,16.7,0.3,206,19.1,94,43,13.7,22.4,0,,PM 2.5,5/3/2022 1:05:14 PM,5/3/2022 1:05:00 PM
77349210,USFS 1079,,,-0.005,-0.005,16.7,1.1,222,22.4,79,40,13.7,24.1,0,,PM 2.5,5/3/2022 2:05:13 PM,5/3/2022 2:06:00 PM
77350333,USFS 1079,,,-0.005,-0.005,16.7,1.5,214,24.8,65,33,13.7,26.4,0,,PM 2.5,5/3/2022 3:06:34 PM,5/3/2022 3:07:00 PM
77351536,USFS 1079,,,-0.005,-0.002,16.7,1.7,210,26.8,55,29,13.7,28.5,0,,PM 2.5,5/3/2022 4:07:51 PM,5/3/2022 4:09:00 PM
77352502,USFS 1079,,,0.005,0.006,16.7,2.0,213,28.4,47,25,13.7,30.7,0,,PM 2.5,5/3/2022 5:05:13 PM,5/3/2022 5:05:00 PM
77353577,USFS 1079,,,0.008,0.001,16.7,1.9,212,29.6,44,23,13.7,32.3,0,,PM 2.5,5/3/2022 6:05:13 PM,5/3/2022 6:06:00 PM
77354890,USFS 1079,,,0.010,0.008,16.7,1.6,201,31.5,39,19,13.7,35.7,0,,PM 2.5,5/3/2022 7:05:13 PM,5/3/2022 7:07:00 PM
77356056,USFS 1079,,,-0.000,0.006,16.7,1.8,218,32.3,37,16,13.7,38.9,0,,PM 2.5,5/3/2022 8:05:14 PM,5/3/2022 8:05:00 PM
77357271,USFS 1079,,,0.004,0.004,16.7,2.1,213,31.7,37,16,13.7,38.3,0,,PM 2.5,5/3/2022 9:05:14 PM,5/3/2022 9:05:00 PM
77358599,USFS 1079,,,0.012,0.008,16.7,2.1,224,31.5,36,16,13.7,37.6,0,,PM 2.5,5/3/2022 10:05:14 PM,5/3/2022 10:07:00 PM
77359750,USFS 1079,,,0.001,0.002,16.7,1.8,214,30.6,39,18,13.7,35.9,0,,PM 2.5,5/3/2022 11:05:13 PM,5/3/2022 11:05:00 PM
77361142,USFS 1079,,,0.009,0.008,16.7,0.8,214,29.0,46,21,13.7,33.7,0,,PM 2.5,5/4/2022 12:05:14 AM,5/4/2022 12:06:00 AM
77361712,USFS 1079,,,-0.002,-0.001,16.6,0.3,218,26.8,57,25,13.8,31.6,0,,PM 2.5,5/4/2022 1:05:14 AM,5/4/2022 1:06:00 AM
77362262,USFS 1079,,,0.010,0.009,16.7,0.3,204,24.6,73,31,13.8,29.1,0,,PM 2.5,5/4/2022 2:05:14 AM,5/4/2022 2:05:00 AM
77362729,USFS 1079,,,0.009,0.009,16.7,0.3,175,23.5,81,36,13.7,27.4,0,,PM 2.5,5/4/2022 3:05:14 AM,5/4/2022 3:05:00 AM
77363216,USFS 1079,,,0.012,0.009,16.7,0.3,210,22.4,83,37,13.7,26.2,0,,PM 2.5,5/4/2022 4:05:14 AM,5/4/2022 4:06:00 AM
77363688,USFS 1079,,,0.009,0.011,16.7,0.4,222,21.7,84,38,13.7,25.5,0,,PM 2.5,5/4/2022 5:05:14 AM,5/4/2022 5:06:00 AM
77364165,USFS 1079,,,0.006,0.007,16.7,0.8,209,21.6,81,38,13.7,24.7,0,,PM 2.5,5/4/2022 6:05:14 AM,5/4/2022 6:05:00 AM
77364717,USFS 1079,,,0.012,0.011,16.7,1.3,217,22.4,79,40,13.7,24.6,0,,PM 2.5,5/4/2022 7:05:14 AM,5/4/2022 7:05:00 AM
77365401,USFS 1079,,,0.016,0.016,16.7,1.1,219,21.9,83,41,13.8,24.3,0,,PM 2.5,5/4/2022 8:05:14 AM,5/4/2022 8:05:00 AM
77366256,USFS 1079,,,0.018,0.023,16.7,0.7,216,21.3,87,42,13.7,24.0,0,,PM 2.5,5/4/2022 9:05:13 AM,5/4/2022 9:05:00 AM
77367193,USFS 1079,,,0.016,0.009,16.7,0.4,211,20.5,91,42,13.7,23.7,0,,PM 2.5,5/4/2022 10:05:13 AM,5/4/2022 10:06:00 AM
77368514,USFS 1079,,,0.018,0.020,16.7,0.3,191,19.4,94,42,13.7,23.2,0,,PM 2.5,5/4/2022 11:05:13 AM,5/4/2022 11:05:00 AM
77370517,USFS 1079,,,0.009,0.014,16.7,0.3,215,19.4,96,44,13.7,23.0,0,,PM 2.5,5/4/2022 12:05:13 PM,5/4/2022 12:06:00 PM
77372230,USFS 1079,,,0.012,0.008,16.7,0.8,221,21.2,91,44,13.7,24.0,0,,PM 2.5,5/4/2022 1:05:14 PM,5/4/2022 1:06:00 PM
77373613,USFS 1079,,,-0.005,-0.005,16.7,1.1,248,23.4,82,41,13.7,25.7,0,,PM 2.5,5/4/2022 2:05:13 PM,5/4/2022 2:05:00 PM
77374550,USFS 1079,,,0.004,-0.001,16.7,1.3,238,24.7,77,37,13.7,27.6,0,,PM 2.5,5/4/2022 3:05:14 PM,5/4/2022 3:05:00 PM
77375554,USFS 1079,,,0.004,0.001,16.7,1.4,254,26.1,72,35,13.7,28.9,0,,PM 2.5,5/4/2022 4:06:34 PM,5/4/2022 4:10:00 PM
77376448,USFS 1079,,,0.003,0.006,16.7,1.4,269,27.6,66,31,13.7,31.1,0,,PM 2.5,5/4/2022 5:05:14 PM,5/4/2022 5:07:00 PM
77377328,USFS 1079,,,0.003,0.009,16.7,1.7,231,28.8,59,28,13.7,32.3,0,,PM 2.5,5/4/2022 6:05:14 PM,5/4/2022 6:06:00 PM
77378533,USFS 1079,,,0.001,-0.004,16.7,1.9,219,30.1,52,24,13.6,34.5,0,,PM 2.5,5/4/2022 7:05:14 PM,5/4/2022 7:05:00 PM
77379630,USFS 1079,,,-0.000,0.003,16.7,1.7,232,31.6,45,20,13.6,37.8,0,,PM 2.5,5/4/2022 8:05:15 PM,5/4/2022 8:06:00 PM
77381030,USFS 1079,,,0.013,0.009,16.7,1.8,222,31.7,43,19,13.7,38.5,0,,PM 2.5,5/4/2022 9:05:14 PM,5/4/2022 9:05:00 PM
77382566,USFS 1079,,,0.002,0.010,16.7,1.7,230,31.6,42,19,13.7,37.6,0,,PM 2.5,5/4/2022 10:05:13 PM,5/4/2022 10:05:00 PM
77383870,USFS 1079,,,0.012,0.007,16.7,0.9,271,30.6,46,21,13.7,36.0,0,,PM 2.5,5/4/2022 11:05:13 PM,5/4/2022 11:07:00 PM
77384795,USFS 1079,32.37086,-84.84046,,,,,,,,,,,,13.7,,5/4/2022 11:56:04 PM,5/4/2022 11:56:00 PM
77385094,USFS 1079,,,0.008,0.007,16.7,0.4,219,28.6,57,25,13.7,33.3,0,,PM 2.5,5/5/2022 12:05:13 AM,5/5/2022 12:06:00 AM
77385959,USFS 1079,,,0.003,0.009,16.6,0.5,221,26.8,66,29,13.6,31.1,0,,PM 2.5,5/5/2022 1:05:14 AM,5/5/2022 1:05:00 AM
77386422,USFS 1079,,,0.008,0.006,16.7,0.4,210,25.7,71,32,13.6,29.4,0,,PM 2.5,5/5/2022 2:05:14 AM,5/5/2022 2:06:00 AM
77386895,USFS 1079,,,0.009,0.007,16.7,0.3,222,23.2,84,36,13.6,27.6,0,,PM 2.5,5/5/2022 3:05:14 AM,5/5/2022 3:05:00 AM
77387385,USFS 1079,,,0.019,0.021,16.7,0.3,206,22.0,90,40,13.7,26.0,0,,PM 2.5,5/5/2022 4:05:14 AM,5/5/2022 4:05:00 AM
77387846,USFS 1079,,,0.011,0.011,16.7,0.3,213,21.4,93,41,13.7,25.3,0,,PM 2.5,5/5/2022 5:05:14 AM,5/5/2022 5:05:00 AM
77388302,USFS 1079,,,0.012,0.012,16.7,0.3,219,20.7,94,42,13.7,24.6,0,,PM 2.5,5/5/2022 6:05:14 AM,5/5/2022 6:05:00 AM
77388784,USFS 1079,,,0.013,0.012,16.7,0.3,194,20.3,93,42,13.7,24.0,0,,PM 2.5,5/5/2022 7:05:14 AM,5/5/2022 7:06:00 AM
77389250,USFS 1079,,,0.011,0.010,16.7,0.3,207,19.7,95,42,13.6,23.5,0,,PM 2.5,5/5/2022 8:06:34 AM,5/5/2022 8:07:00 AM
77389700,USFS 1079,,,0.016,0.012,16.7,0.5,236,19.1,95,43,13.6,22.7,0,,PM 2.5,5/5/2022 9:05:13 AM,5/5/2022 9:05:00 AM
77390150,USFS 1079,,,0.009,0.016,16.7,0.3,226,18.9,96,43,13.6,22.5,0,,PM 2.5,5/5/2022 10:05:13 AM,5/5/2022 10:05:00 AM
77391572,USFS 1079,,,0.010,0.007,16.7,0.3,176,18.4,96,43,13.6,22.2,0,,PM 2.5,5/5/2022 11:05:13 AM,5/5/2022 11:05:00 AM
77393648,USFS 1079,,,0.017,0.021,16.7,0.3,241,18.5,96,43,13.6,22.2,0,,PM 2.5,5/5/2022 12:06:32 PM,5/5/2022 12:07:00 PM
77395509,USFS 1079,,,-0.004,-0.005,16.7,0.5,118,21.0,89,44,13.6,23.7,0,,PM 2.5,5/5/2022 1:05:13 PM,5/5/2022 1:06:00 PM
77396628,USFS 1079,,,-0.005,-0.002,16.7,0.6,82,23.9,79,39,13.7,26.0,0,,PM 2.5,5/5/2022 2:05:14 PM,5/5/2022 2:07:00 PM
77397795,USFS 1079,,,-0.001,-0.002,16.7,0.8,215,26.9,66,33,13.7,29.1,0,,PM 2.5,5/5/2022 3:05:14 PM,5/5/2022 3:05:00 PM
77399018,USFS 1079,,,0.002,-0.001,16.7,1.5,217,29.1,55,28,13.5,31.3,0,,PM 2.5,5/5/2022 4:05:14 PM,5/5/2022 4:05:00 PM
77400356,USFS 1079,,,0.005,0.009,16.7,1.8,206,30.8,45,23,13.6,33.6,0,,PM 2.5,5/5/2022 5:06:34 PM,5/5/2022 5:07:00 PM
77401638,USFS 1079,,,0.008,0.003,16.7,1.9,212,31.7,41,21,13.6,34.7,0,,PM 2.5,5/5/2022 6:05:14 PM,5/5/2022 6:06:00 PM
77403001,USFS 1079,,,-0.000,0.002,16.7,1.7,201,33.2,37,18,13.6,37.6,0,,PM 2.5,5/5/2022 7:05:13 PM,5/5/2022 7:05:00 PM
77404011,USFS 1079,,,0.017,0.018,16.7,2.1,215,33.4,36,16,13.6,39.7,0,,PM 2.5,5/5/2022 8:05:14 PM,5/5/2022 8:05:00 PM
77405095,USFS 1079,,,0.002,0.001,16.7,2.1,212,33.4,36,16,13.6,39.5,0,,PM 2.5,5/5/2022 9:05:14 PM,5/5/2022 9:06:00 PM
77406577,USFS 1079,,,0.010,0.010,16.7,2.0,216,31.9,42,19,13.6,37.5,0,,PM 2.5,5/5/2022 10:06:34 PM,5/5/2022 10:07:00 PM
77408377,USFS 1079,,,0.001,0.004,16.7,1.9,213,31.8,40,20,13.6,35.8,0,,PM 2.5,5/5/2022 11:05:14 PM,5/5/2022 11:06:00 PM
77409150,USFS 1079,,,0.007,0.006,16.7,1.1,220,30.7,41,20,13.6,34.7,0,,PM 2.5,5/6/2022 12:05:13 AM,5/6/2022 12:06:00 AM
77409706,USFS 1079,,,0.006,0.001,16.6,0.4,220,28.2,52,24,13.7,32.4,0,,PM 2.5,5/6/2022 1:05:13 AM,5/6/2022 1:06:00 AM
77410310,USFS 1079,,,0.008,0.011,16.7,0.4,216,25.3,67,29,13.7,29.9,0,,PM 2.5,5/6/2022 2:05:14 AM,5/6/2022 2:05:00 AM
77411045,USFS 1079,,,0.007,0.002,16.7,0.6,217,24.6,69,32,13.7,28.2,0,,PM 2.5,5/6/2022 3:05:13 AM,5/6/2022 3:05:00 AM
77411724,USFS 1079,,,0.009,0.012,16.7,1.5,217,24.7,67,33,13.7,27.0,0,,PM 2.5,5/6/2022 4:05:14 AM,5/6/2022 4:05:00 AM
77412178,USFS 1079,,,0.008,0.009,16.7,1.4,217,24.0,70,35,13.7,26.3,0,,PM 2.5,5/6/2022 5:05:13 AM,5/6/2022 5:05:00 AM
77412649,USFS 1079,,,0.012,0.009,16.7,1.1,212,23.1,75,37,13.7,25.5,0,,PM 2.5,5/6/2022 6:05:14 AM,5/6/2022 6:07:00 AM
77413100,USFS 1079,,,0.017,0.019,16.7,0.4,201,21.4,84,39,13.7,25.0,0,,PM 2.5,5/6/2022 7:05:14 AM,5/6/2022 7:06:00 AM
77413619,USFS 1079,,,0.013,0.011,16.7,0.7,203,20.8,88,41,13.7,24.1,0,,PM 2.5,5/6/2022 8:05:14 AM,5/6/2022 8:06:00 AM
77414238,USFS 1079,,,0.016,0.016,16.7,0.8,199,20.6,91,43,13.7,23.6,0,,PM 2.5,5/6/2022 9:05:14 AM,5/6/2022 9:05:00 AM
77414780,USFS 1079,,,-0.004,-0.005,16.7,1.2,206,20.7,93,45,13.6,23.9,0,,PM 2.5,5/6/2022 10:05:14 AM,5/6/2022 10:05:00 AM
77416159,USFS 1079,,,0.008,0.016,16.7,1.3,213,20.8,94,45,13.6,24.3,0,,PM 2.5,5/6/2022 11:05:13 AM,5/6/2022 11:06:00 AM
77419846,USFS 1079,,,-0.005,-0.005,16.7,1.5,213,21.1,95,45,13.5,25.0,0,,PM 2.5,5/6/2022 12:07:53 PM,5/6/2022 1:06:00 PM
77419839,USFS 1079,,,-0.005,-0.004,16.7,2.1,212,22.0,95,45,13.4,26.9,0,,PM 2.5,5/6/2022 1:05:14 PM,5/6/2022 1:06:00 PM
77420924,USFS 1079,,,0.037,0.041,16.7,1.3,204,22.2,94,45,13.6,26.3,0,,PM 2.5,5/6/2022 2:05:13 PM,5/6/2022 2:07:00 PM
77421973,USFS 1079,,,0.009,0.002,16.7,2.5,211,22.6,86,43,13.7,25.1,0,,PM 2.5,5/6/2022 3:05:14 PM,5/6/2022 3:05:00 PM
77423147,USFS 1079,,,0.015,0.006,16.7,2.3,213,23.1,82,41,13.7,25.2,0,,PM 2.5,5/6/2022 4:06:34 PM,5/6/2022 4:08:00 PM
77424325,USFS 1079,,,-0.005,-0.005,16.7,2.4,216,24.6,78,40,13.7,26.1,0,,PM 2.5,5/6/2022 5:05:14 PM,5/6/2022 5:07:00 PM
77425515,USFS 1079,,,-0.005,-0.005,16.7,3.2,218,26.9,65,34,13.6,28.6,0,,PM 2.5,5/6/2022 6:05:14 PM,5/6/2022 6:05:00 PM
77426782,USFS 1079,,,0.004,0.003,16.7,4.3,216,27.7,55,28,13.6,30.2,0,,PM 2.5,5/6/2022 7:05:13 PM,5/6/2022 7:06:00 PM
77428186,USFS 1079,,,0.004,0.007,16.7,4.3,216,28.8,49,25,13.7,32.1,0,,PM 2.5,5/6/2022 8:05:14 PM,5/6/2022 8:07:00 PM
77429616,USFS 1079,,,0.004,0.005,16.7,3.5,216,29.0,47,24,13.7,32.6,0,,PM 2.5,5/6/2022 9:05:14 PM,5/6/2022 9:06:00 PM
77431586,USFS 1079,,,0.002,0.003,16.7,2.8,231,29.1,41,21,13.7,32.3,0,,PM 2.5,5/6/2022 10:05:14 PM,5/6/2022 10:06:00 PM
77432665,USFS 1079,,,0.012,0.003,16.7,2.7,231,29.0,35,18,13.7,33.2,0,,PM 2.5,5/6/2022 11:05:13 PM,5/6/2022 11:06:00 PM
77433289,USFS 1079,32.37084,-84.84059,,,,,,,,,,,,13.0,,5/6/2022 11:56:50 PM,5/6/2022 11:57:00 PM
77433388,USFS 1079,,,0.004,0.014,16.7,2.2,228,27.4,42,21,13.7,30.9,0,,PM 2.5,5/7/2022 12:05:14 AM,5/7/2022 12:05:00 AM
77434430,USFS 1079,,,0.007,0.001,16.6,1.7,219,25.9,49,25,13.8,28.4,0,,PM 2.5,5/7/2022 1:06:32 AM,5/7/2022 1:08:00 AM
77435919,USFS 1079,,,0.008,0.003,16.7,1.4,226,24.7,52,27,13.8,26.9,0,,PM 2.5,5/7/2022 2:05:13 AM,5/7/2022 2:06:00 AM
77436565,USFS 1079,,,0.004,0.007,16.7,0.6,238,23.2,53,27,13.8,25.9,0,,PM 2.5,5/7/2022 3:05:13 AM,5/7/2022 3:05:00 AM
77437019,USFS 1079,,,0.003,0.006,16.7,0.9,281,22.1,55,27,13.8,24.8,0,,PM 2.5,5/7/2022 4:06:32 AM,5/7/2022 4:07:00 AM
77437457,USFS 1079,,,0.012,0.008,16.7,0.8,236,20.9,58,28,13.8,23.7,0,,PM 2.5,5/7/2022 5:06:31 AM,5/7/2022 5:07:00 AM
77437898,USFS 1079,,,0.003,0.005,16.7,1.4,222,20.2,60,30,13.8,22.5,0,,PM 2.5,5/7/2022 6:05:14 AM,5/7/2022 6:06:00 AM
77438356,USFS 1079,,,0.009,0.011,16.7,1.2,220,19.3,64,32,13.7,21.6,0,,PM 2.5,5/7/2022 7:05:14 AM,5/7/2022 7:05:00 AM
77438795,USFS 1079,,,0.007,0.006,16.7,1.0,220,18.4,68,34,13.7,20.9,0,,PM 2.5,5/7/2022 8:05:13 AM,5/7/2022 8:05:00 AM
77439287,USFS 1079,,,0.008,0.009,16.7,0.9,219,17.4,73,35,13.7,20.2,0,,PM 2.5,5/7/2022 9:05:13 AM,5/7/2022 9:06:00 AM
77439740,USFS 1079,,,0.010,0.005,16.7,1.0,218,16.3,79,38,13.7,19.1,0,,PM 2.5,5/7/2022 10:05:13 AM,5/7/2022 10:06:00 AM
77440731,USFS 1079,,,0.011,0.016,16.7,1.0,216,15.8,82,40,13.6,18.5,0,,PM 2.5,5/7/2022 11:05:14 AM,5/7/2022 11:05:00 AM
77441790,USFS 1079,,,0.012,0.010,16.7,0.9,219,15.5,85,41,13.6,18.1,0,,PM 2.5,5/7/2022 12:05:13 PM,5/7/2022 12:05:00 PM
77442703,USFS 1079,,,-0.001,-0.001,16.7,1.5,236,17.2,77,40,13.7,18.9,0,,PM 2.5,5/7/2022 1:05:13 PM,5/7/2022 1:05:00 PM
77443490,USFS 1079,,,-0.005,-0.005,16.7,1.6,288,18.9,65,35,13.8,20.3,0,,PM 2.5,5/7/2022 2:05:13 PM,5/7/2022 2:06:00 PM
77444058,USFS 1079,,,0.002,0.005,16.7,1.7,292,20.6,55,29,13.8,22.2,0,,PM 2.5,5/7/2022 3:05:14 PM,5/7/2022 3:05:00 PM
77444590,USFS 1079,,,-0.000,-0.002,16.7,1.7,296,22.6,48,26,13.8,24.1,0,,PM 2.5,5/7/2022 4:05:13 PM,5/7/2022 4:07:00 PM
77445254,USFS 1079,,,0.009,0.006,16.7,2.0,277,24.5,41,22,13.8,26.8,0,,PM 2.5,5/7/2022 5:05:13 PM,5/7/2022 5:08:00 PM
77445972,USFS 1079,,,0.001,0.003,16.7,2.0,283,25.9,37,20,13.7,28.2,0,,PM 2.5,5/7/2022 6:05:14 PM,5/7/2022 6:06:00 PM
77446755,USFS 1079,,,0.001,-0.005,16.7,2.2,294,27.3,32,17,13.7,30.9,0,,PM 2.5,5/7/2022 7:06:34 PM,5/7/2022 7:07:00 PM
77447456,USFS 1079,,,0.006,0.011,16.7,2.0,292,28.1,30,14,13.7,33.6,0,,PM 2.5,5/7/2022 8:05:13 PM,5/7/2022 8:06:00 PM
77447994,USFS 1079,,,0.007,0.011,16.7,2.1,282,28.0,30,14,13.6,34.2,0,,PM 2.5,5/7/2022 9:05:13 PM,5/7/2022 9:05:00 PM
77448511,USFS 1079,,,0.002,0.003,16.7,2.0,287,27.4,32,15,13.7,33.4,0,,PM 2.5,5/7/2022 10:05:13 PM,5/7/2022 10:05:00 PM
77449000,USFS 1079,,,0.007,0.002,16.7,1.6,322,26.2,37,17,13.7,31.9,0,,PM 2.5,5/7/2022 11:05:14 PM,5/7/2022 11:06:00 PM
77449442,USFS 1079,,,0.006,0.007,16.7,1.5,0,23.8,48,22,13.8,28.5,0,,PM 2.5,5/8/2022 12:05:14 AM,5/8/2022 12:05:00 AM
77450360,USFS 1079,,,-0.004,-0.002,16.6,1.5,18,21.6,57,28,13.8,25.1,0,,PM 2.5,5/8/2022 1:05:14 AM,5/8/2022 1:06:00 AM
77451862,USFS 1079,,,0.001,0.002,16.7,1.8,24,19.8,60,31,13.8,22.3,0,,PM 2.5,5/8/2022 2:05:14 AM,5/8/2022 2:06:00 AM
77452449,USFS 1079,,,0.003,-0.001,16.7,0.9,21,18.5,62,31,13.8,21.0,0,,PM 2.5,5/8/2022 3:06:34 AM,5/8/2022 3:07:00 AM
77453067,USFS 1079,,,0.006,0.006,16.7,0.6,339,17.6,66,32,13.8,20.3,0,,PM 2.5,5/8/2022 4:06:33 AM,5/8/2022 4:07:00 AM
77453495,USFS 1079,,,0.005,0.010,16.7,0.4,298,16.8,72,34,13.8,19.8,0,,PM 2.5,5/8/2022 5:05:13 AM,5/8/2022 5:05:00 AM
77453930,USFS 1079,,,0.008,0.007,16.7,0.3,268,15.9,77,36,13.8,19.2,0,,PM 2.5,5/8/2022 6:05:13 AM,5/8/2022 6:05:00 AM
77454404,USFS 1079,,,0.009,0.006,16.7,0.3,250,14.9,82,37,13.8,18.5,0,,PM 2.5,5/8/2022 7:05:13 AM,5/8/2022 7:05:00 AM
77454849,USFS 1079,,,0.006,0.006,16.7,0.3,250,14.2,86,39,13.8,17.8,0,,PM 2.5,5/8/2022 8:05:14 AM,5/8/2022 8:06:00 AM
77455480,USFS 1079,,,0.011,0.015,16.7,0.3,203,13.1,90,40,13.8,17.0,0,,PM 2.5,5/8/2022 9:05:13 AM,5/8/2022 9:09:00 AM
77456062,USFS 1079,,,0.011,0.006,16.7,0.3,223,12.7,92,42,13.8,16.2,0,,PM 2.5,5/8/2022 10:05:14 AM,5/8/2022 10:05:00 AM
